api_overhead_sec,approach_length_m,approach_length_norm,approach_path_type,approach_to_start_m,approach_waypoints,candidate_action_type,candidate_face_idx,candidate_ratio,candidate_stroke_len_norm,compute_total_sec,episode,execute_est_sec,iou_after,iou_before,max_waypoints_limit,move_time_sec,move_xy_calls,path_sleep_time,plan_compute_sec,push_move_m,push_sleep_time,push_speed_mps,retreat_move_m,seed,shape_err_after,shape_err_before,shape_type,sleep_time,sleep_time_sec,status,step,step_wall_est_sec,total_move_m,true_case,true_sim_compute_sec
0.0,0.0022644927536231802,0.01509661835748787,direct_like,0.010499999999999995,2,normal,1,0.5,0.020000000000000004,0.061557900000480004,0,2.6171971356229706,0.7125390958203014,0.599734395750332,45,0.21719713562297077,5,0.2,0.060884900001838105,0.003000000000000004,1.0,0.0933,0.0044999999999999945,0,0.03473058135347822,0.04969126034662611,WEIGHTED_SQUARE,0.5,2.4,ok,10,2.6787550356234506,0.020264492753623173,CASE_0,6.360000043059699e-05
0.0,0.0022644927536231907,0.015096618357487938,direct_like,0.0105,2,normal,1,0.5,0.020000000000000004,0.06454809999922873,0,2.617197135622971,0.8043738765727981,0.7125390958203014,45,0.217197135622971,5,0.2,0.06410690000120667,0.0029999999999999975,1.0,0.0933,0.004500000000000005,0,0.019975725920904235,0.03473058135347822,WEIGHTED_SQUARE,0.5,2.4,ok,11,2.6817452356222,0.020264492753623194,CASE_0,4.789999729837291e-05
0.0,0.0022644927536231985,0.015096618357487991,direct_like,0.0105,2,normal,1,0.5,0.020000000000000004,0.059140800000022864,0,2.617197135622971,0.9060126582278482,0.8043738765727981,45,0.21719713562297108,5,0.2,0.05854499999986729,0.0029999999999999975,1.0,0.0933,0.004500000000000005,0,0.006897424144144283,0.019975725920904235,WEIGHTED_SQUARE,0.5,2.4,ok,12,2.676337935622994,0.0202644927536232,CASE_0,6.22000006842427e-05
0.0,0.02509071867793486,0.16727145785289907,direct_like,0.0105,2,normal,2,0.5,0.09000000000000001,0.09681690000070375,1,2.9743914113390657,0.0,0.0,45,0.574391411339066,5,0.2,0.09629029999996419,0.0135,1.0,0.0933,0.0045000000000000005,1,0.461564189941736,0.5108986451619797,WEIGHTED_SQUARE,0.5,2.4,ok,0,3.0712083113397695,0.05359071867793486,CASE_0,5.32000012753997e-05
0.0,0.06815053653486904,0.45433691023246026,lshape_or_compressed_astar,0.010500000000000004,3,normal,1,0.5,0.06999999999999999,0.162883500001044,1,3.603757090405885,0.0,0.0,45,1.0037570904058848,6,0.2,0.16229309999835095,0.010499999999999995,1.0,0.0933,0.004499999999999999,1,0.4250192702313826,0.461564189941736,WEIGHTED_SQUARE,0.5,2.6,ok,1,3.766640590406929,0.09365053653486904,CASE_0,6.440000288421288e-05
0.0,0.07106491602402962,0.47376610682686415,lshape_or_compressed_astar,0.010499999999999997,3,normal,2,0.5,0.06999999999999999,0.16925609999816515,1,3.634993740879203,0.0,0.0,45,1.0349937408792027,6,0.2,0.16874109999844222,0.010499999999999997,1.0,0.0933,0.004499999999999999,1,0.3869214368947209,0.4250192702313826,WEIGHTED_SQUARE,0.5,2.6,ok,2,3.804249840877368,0.09656491602402961,CASE_0,5.410000085248612e-05
0.0,0.06661314801775889,0.4440876534517259,lshape_or_compressed_astar,0.0105,3,normal,1,0.5,0.06999999999999999,0.1574990999979491,1,3.587279185613707,0.0,0.0,45,0.9872791856137071,6,0.2,0.156955200000084,0.010499999999999999,1.0,0.0933,0.004499999999999996,1,0.3505592602295147,0.3869214368947209,WEIGHTED_SQUARE,0.5,2.6,ok,3,3.7447782856116563,0.09211314801775887,CASE_0,4.769999941345304e-05
0.0,0.0710649160240295,0.4737661068268633,lshape_or_compressed_astar,0.010500000000000004,3,normal,2,0.5,0.06999999999999999,0.17777920000298764,1,3.634993740879202,0.0,0.0,45,1.0349937408792018,6,0.2,0.17736560000048485,0.010499999999999997,1.0,0.0933,0.004500000000000003,1,0.312317721292838,0.3505592602295147,WEIGHTED_SQUARE,0.5,2.6,ok,4,3.8127729408821898,0.09656491602402952,CASE_0,4.389999958220869e-05
0.0,0.06661314801775883,0.4440876534517255,lshape_or_compressed_astar,0.010500000000000002,3,normal,1,0.5,0.06999999999999999,0.15358439999909024,1,3.587279185613707,0.005152925531914893,0.0,45,0.987279185613707,6,0.2,0.15307539999776054,0.010500000000000002,1.0,0.0933,0.004500000000000003,1,0.27624200922529324,0.312317721292838,WEIGHTED_SQUARE,0.5,2.6,ok,5,3.7408635856127974,0.09211314801775886,CASE_0,4.940000144415535e-05
0.0,0.07106491602402973,0.47376610682686493,lshape_or_compressed_astar,0.010500000000000004,3,normal,2,0.5,0.06999999999999999,0.19310350000159815,1,3.634993740879204,0.022804628999319263,0.005152925531914893,45,1.034993740879204,6,0.2,0.1910972000005131,0.010499999999999995,1.0,0.0933,0.004499999999999999,1,0.2377897329322723,0.27624200922529324,WEIGHTED_SQUARE,0.5,2.6,ok,6,3.828097240880802,0.09656491602402974,CASE_0,0.00044469999920693226
0.0,0.06661314801775896,0.4440876534517264,lshape_or_compressed_astar,0.010499999999999997,3,normal,1,0.5,0.06999999999999999,0.15310170000157086,1,3.587279185613708,0.06406880814463753,0.022804628999319263,45,0.987279185613708,6,0.2,0.1526107999998203,0.010499999999999997,1.0,0.0933,0.004499999999999999,1,0.20222482043046752,0.2377897329322723,WEIGHTED_SQUARE,0.5,2.6,ok,7,3.740380885615279,0.09211314801775895,CASE_0,4.8099998821271583e-05
0.0,0.07106491602402971,0.47376610682686476,lshape_or_compressed_astar,0.0105,3,normal,2,0.5,0.06999999999999999,0.1978951999990386,1,3.634993740879204,0.12251717096714312,0.06406880814463753,45,1.0349937408792038,6,0.2,0.19724979999955394,0.0105,1.0,0.0933,0.004499999999999999,1,0.16344088546988905,0.20222482043046752,WEIGHTED_SQUARE,0.5,2.6,ok,8,3.8328889408782425,0.09656491602402971,CASE_0,5.2999999752501026e-05
0.0,0.06661314801775887,0.44408765345172585,lshape_or_compressed_astar,0.0105,3,normal,1,0.5,0.06999999999999999,0.16131059999679564,1,3.587279185613707,0.20554226475279108,0.12251717096714312,45,0.9872791856137073,6,0.2,0.1608142000004591,0.010500000000000008,1.0,0.0933,0.004500000000000002,1,0.1290251215400466,0.16344088546988905,WEIGHTED_SQUARE,0.5,2.6,ok,9,3.748589785610503,0.09211314801775888,CASE_0,4.5600001612911e-05
0.0,0.07106491602402983,0.47376610682686554,lshape_or_compressed_astar,0.010500000000000006,3,normal,2,0.5,0.06999999999999999,0.19011110000064946,1,3.6349937408792052,0.34857270294380016,0.20554226475279108,45,1.0349937408792051,6,0.2,0.1895966000010958,0.010499999999999997,1.0,0.0933,0.004499999999999998,1,0.08971826287571226,0.1290251215400466,WEIGHTED_SQUARE,0.5,2.6,ok,10,3.8251048408798547,0.09656491602402983,CASE_0,7.46000005165115e-05
0.0,0.06661314801775922,0.4440876534517281,lshape_or_compressed_astar,0.010499999999999997,3,normal,1,0.5,0.06999999999999999,0.17953269999998156,1,3.587279185613711,0.5239415322580645,0.34857270294380016,45,0.987279185613711,6,0.2,0.1789463999994041,0.010500000000000004,1.0,0.0933,0.004500000000000007,1,0.059841110931951505,0.08971826287571226,WEIGHTED_SQUARE,0.5,2.6,ok,11,3.7668118856136927,0.09211314801775923,CASE_0,5.650000093737617e-05
0.0,0.07106491602402959,0.47376610682686393,lshape_or_compressed_astar,0.010499999999999997,3,normal,2,0.5,0.020000000000000004,0.19431879999683588,1,3.5546078887891706,0.6116737739872068,0.5239415322580645,45,0.9546078887891704,6,0.2,0.193757100001676,0.003000000000000003,1.0,0.0933,0.004499999999999999,1,0.046362249208980855,0.059841110931951505,WEIGHTED_SQUARE,0.5,2.6,ok,12,3.7489266887860064,0.08906491602402959,CASE_0,6.489999941550195e-05
0.0,0.00675111305128355,0.045007420341890335,direct_like,0.010500000000000002,2,normal,2,0.7,0.020000000000000004,0.05580280000140192,1,2.665285241707219,0.694901086653664,0.6116737739872068,45,0.2652852417072193,5,0.2,0.055303400000411784,0.003000000000000003,1.0,0.0933,0.004500000000000003,1,0.030190590587806817,0.046362249208980855,WEIGHTED_SQUARE,0.5,2.4,ok,13,2.721088041708621,0.02475111305128356,CASE_0,5.729999975301325e-05
0.0,0.004003479395604339,0.026689862637362262,direct_like,0.010500000000000002,2,normal,2,0.5,0.020000000000000004,0.056232400002045324,1,2.6358357920214828,0.795948763777182,0.694901086653664,45,0.23583579202148272,5,0.2,0.05560410000180127,0.002999999999999997,1.0,0.0933,0.0045000000000000005,1,0.021126028847118936,0.030190590587806817,WEIGHTED_SQUARE,0.5,2.4,ok,14,2.692068192023528,0.022003479395604337,CASE_0,6.589999975403771e-05
0.0,0.05943872888094062,0.39625819253960415,lshape_or_compressed_astar,0.010499999999999999,3,normal,1,0.7,0.020000000000000004,0.15794459999960964,1,3.429997094115119,0.9013819095477387,0.795948763777182,45,0.829997094115119,6,0.2,0.15733019999970566,0.002999999999999994,1.0,0.0933,0.004499999999999992,1,0.009498387924215151,0.021126028847118936,WEIGHTED_SQUARE,0.5,2.6,ok,15,3.5879416941147286,0.0774387288809406,CASE_0,6.24999993306119e-05
0.0,0.0204620543784437,0.13641369585629134,direct_like,0.010499999999999999,2,normal,1,0.5,0.09000000000000001,0.0751540000019304,2,2.9247808615052913,0.0,0.0,45,0.5247808615052915,5,0.2,0.07458860000042478,0.013499999999999996,1.0,0.0933,0.0045,2,0.46836881843178574,0.521473667968265,WEIGHTED_SQUARE,0.5,2.4,ok,0,2.9999348615072217,0.04896205437844369,CASE_0,5.7699999160831794e-05
0.0,0.01019021739130434,0.06793478260869559,direct_like,0.0105,2,normal,1,0.5,0.09000000000000001,0.08925219999946421,2,2.8146861456731442,0.0,0.0,45,0.41468614567314416,5,0.2,0.08868230000007316,0.013500000000000003,1.0,0.0933,0.004500000000000001,2,0.41956427823464826,0.46836881843178574,WEIGHTED_SQUARE,0.5,2.4,ok,1,2.9039383456726084,0.03869021739130435,CASE_0,4.680000347434543e-05
0.0,0.06912997110176858,0.4608664740117906,lshape_or_compressed_astar,0.0105,3,normal,2,0.5,0.06999999999999999,0.16415699999924982,2,3.6142547813694383,0.0,0.0,45,1.0142547813694383,6,0.2,0.16359899999952177,0.010500000000000002,1.0,0.0933,0.0045,2,0.3825053013427335,0.41956427823464826,WEIGHTED_SQUARE,0.5,2.6,ok,2,3.778411781368688,0.09462997110176857,CASE_0,4.459999763639644e-05
0.0,0.0714428362186163,0.47628557479077543,lshape_or_compressed_astar,0.010500000000000002,3,normal,1,0.5,0.06999999999999999,0.16160029999809922,2,3.639044332461054,0.0,0.0,45,1.0390443324610539,6,0.2,0.16112319999956526,0.010500000000000002,1.0,0.0933,0.0045,2,0.34494432840796074,0.3825053013427335,WEIGHTED_SQUARE,0.5,2.6,ok,3,3.800644632459153,0.09694283621861632,CASE_0,4.5900000259280205e-05
0.0,0.06749992459330842,0.44999949728872274,lshape_or_compressed_astar,0.0105,3,normal,2,0.5,0.06999999999999999,0.16010870000172872,2,3.5967837576989115,0.0,0.0,45,0.9967837576989113,6,0.2,0.15954579999743146,0.010499999999999994,1.0,0.0933,0.004500000000000004,2,0.3079715218248254,0.34494432840796074,WEIGHTED_SQUARE,0.5,2.6,ok,4,3.75689245770064,0.09299992459330841,CASE_0,8.960000195656903e-05
0.0,0.07144283621861634,0.47628557479077566,lshape_or_compressed_astar,0.0105,3,normal,1,0.5,0.06999999999999999,0.1605039999994915,2,3.639044332461054,0.006973269134982567,0.0,45,1.0390443324610539,6,0.2,0.16000359999816283,0.010499999999999997,1.0,0.0933,0.004499999999999996,2,0.27038207880995513,0.3079715218248254,WEIGHTED_SQUARE,0.5,2.6,ok,5,3.7995483324605455,0.09694283621861632,CASE_0,5.0400001782691106e-05
0.0,0.06749992459330817,0.44999949728872113,lshape_or_compressed_astar,0.010499999999999997,3,normal,2,0.5,0.06999999999999999,0.1612877000006847,2,3.596783757698909,0.023463875759621878,0.006973269134982567,45,0.9967837576989086,6,0.2,0.16072079999867128,0.010499999999999995,1.0,0.0933,0.0045,2,0.23355961011584156,0.27038207880995513,WEIGHTED_SQUARE,0.5,2.6,ok,6,3.7580714576995935,0.09299992459330816,CASE_0,5.029999738326296e-05
0.0,0.07144283621861627,0.47628557479077527,lshape_or_compressed_astar,0.010499999999999999,3,normal,1,0.5,0.06999999999999999,0.1871977999981027,2,3.6390443324610535,0.06796116504854369,0.023463875759621878,45,1.0390443324610532,6,0.2,0.18665600000167615,0.010499999999999999,1.0,0.0933,0.004499999999999996,2,0.1959433527524958,0.23355961011584156,WEIGHTED_SQUARE,0.5,2.6,ok,7,3.8262421324591562,0.09694283621861625,CASE_0,5.8499997976468876e-05
0.0,0.06749992459330814,0.449999497288721,lshape_or_compressed_astar,0.010499999999999999,3,normal,2,0.5,0.06999999999999999,0.17112040000210982,2,3.5967837576989083,0.12805219012115565,0.06796116504854369,45,0.9967837576989083,6,0.2,0.17063580000103684,0.010499999999999999,1.0,0.0933,0.0045,2,0.15944033853415673,0.1959433527524958,WEIGHTED_SQUARE,0.5,2.6,ok,8,3.767904157701018,0.09299992459330814,CASE_0,4.400000034365803e-05
0.0,0.07144283621861655,0.476285574790777,lshape_or_compressed_astar,0.010499999999999999,3,normal,1,0.5,0.06999999999999999,0.1873105000013311,2,3.639044332461056,0.21916971916971917,0.12805219012115565,45,1.0390443324610563,6,0.2,0.1867549999988114,0.010499999999999999,1.0,0.0933,0.0045,2,0.12185440177209293,0.15944033853415673,WEIGHTED_SQUARE,0.5,2.6,ok,9,3.8263548324623873,0.09694283621861655,CASE_0,5.0499998906161636e-05
0.0,0.0674999245933085,0.4499994972887234,lshape_or_compressed_astar,0.010499999999999999,3,normal,2,0.5,0.06999999999999999,0.1888266999994812,2,3.596783757698912,0.35881822282363557,0.21916971916971917,45,0.996783757698912,6,0.2,0.1882698999979766,0.010499999999999999,1.0,0.0933,0.004499999999999996,2,0.08637370611241868,0.12185440177209293,WEIGHTED_SQUARE,0.5,2.6,ok,10,3.785610457698393,0.09299992459330848,CASE_0,6.030000076862052e-05
0.0,0.07144283621861656,0.47628557479077716,lshape_or_compressed_astar,0.010499999999999995,3,normal,1,0.5,0.06999999999999999,0.1838448000016797,2,3.6390443324610566,0.5591259640102828,0.35881822282363557,45,1.0390443324610565,6,0.2,0.1833587000000989,0.010499999999999995,1.0,0.0933,0.0045,2,0.04972239874301505,0.08637370611241868,WEIGHTED_SQUARE,0.5,2.6,ok,11,3.8228891324627363,0.09694283621861656,CASE_0,5.160000000614673e-05
0.0,0.06749992459330839,0.4499994972887227,lshape_or_compressed_astar,0.010500000000000002,3,normal,2,0.5,0.020000000000000004,0.189923900001304,2,3.516397905608879,0.6498911860718172,0.5591259640102828,45,0.916397905608879,6,0.2,0.18921430000045802,0.003000000000000009,1.0,0.0933,0.004500000000000004,2,0.03718314606070325,0.04972239874301505,WEIGHTED_SQUARE,0.5,2.6,ok,12,3.706321805610183,0.08549992459330841,CASE_0,6.779999966965988e-05
0.0,0.0067511130512835195,0.045007420341890134,direct_like,0.010500000000000002,2,normal,2,0.7,0.020000000000000004,0.054981199999019736,2,2.665285241707219,0.7371312897628687,0.6498911860718172,45,0.26528524170721896,5,0.2,0.054311399999278365,0.0030000000000000053,1.0,0.0933,0.0045,2,0.024732344264175317,0.03718314606070325,WEIGHTED_SQUARE,0.5,2.4,ok,13,2.7202664417062388,0.024751113051283528,CASE_0,6.0500002291519195e-05
0.0,0.06515337878062999,0.4343558585375333,lshape_or_compressed_astar,0.0105,3,normal,1,0.5,0.020000000000000004,0.17133710000052815,2,3.4912473609928187,0.8516702421084891,0.7371312897628687,45,0.8912473609928186,6,0.2,0.17078380000020843,0.002999999999999994,1.0,0.0933,0.004500000000000005,2,0.01323142264758162,0.024732344264175317,WEIGHTED_SQUARE,0.5,2.6,ok,14,3.662584460993347,0.08315337878062998,CASE_0,5.889999738428742e-05
0.0,0.020511332753893274,0.13674221835928851,direct_like,0.010500000000000002,2,normal,1,0.5,0.09000000000000001,0.08229670000218903,3,2.9253090327319753,0.0,0.0,45,0.5253090327319753,5,0.2,0.08164050000050338,0.013500000000000002,1.0,0.0933,0.004500000000000003,3,0.4824195075321471,0.5433709651834139,WEIGHTED_SQUARE,0.5,2.4,ok,0,3.0076057327341643,0.049011332753893286,CASE_0,6.289999873843044e-05
0.0,0.010190217391304324,0.0679347826086955,direct_like,0.0105,2,normal,1,0.5,0.09000000000000001,0.06480549999832874,3,2.814686145673144,0.0,0.0,45,0.4146861456731439,5,0.2,0.06432569999742555,0.0135,1.0,0.0933,0.0045000000000000005,3,0.42359787988782227,0.4824195075321471,WEIGHTED_SQUARE,0.5,2.4,ok,1,2.8794916456714725,0.03869021739130432,CASE_0,5.8099998568650335e-05
0.0,0.010190217391304353,0.06793478260869569,direct_like,0.010499999999999999,2,normal,1,0.5,0.09000000000000001,0.06171050000193645,3,2.8146861456731442,0.0,0.0,45,0.4146861456731443,5,0.2,0.06102330000067013,0.013500000000000002,1.0,0.0933,0.0045000000000000005,3,0.3679296651844831,0.42359787988782227,WEIGHTED_SQUARE,0.5,2.4,ok,2,2.8763966456750807,0.03869021739130436,CASE_0,6.420000136131421e-05
0.0,0.010190217391304351,0.06793478260869568,direct_like,0.010500000000000002,2,normal,1,0.5,0.06999999999999999,0.06432000000131666,3,2.7825318048371313,0.0,0.0,45,0.38253180483713134,5,0.2,0.06374899999718764,0.010500000000000002,1.0,0.0933,0.004499999999999999,3,0.32784728674867497,0.3679296651844831,WEIGHTED_SQUARE,0.5,2.4,ok,3,2.846851804838448,0.03569021739130435,CASE_0,6.24999993306119e-05
0.0,0.007925724637681158,0.052838164251207735,direct_like,0.010499999999999997,2,normal,1,0.5,0.06999999999999999,0.08712809999997262,3,2.7582607142302376,0.0,0.0,45,0.3582607142302374,5,0.2,0.08659129999796278,0.010499999999999997,1.0,0.0933,0.004499999999999999,3,0.29186082370837974,0.32784728674867497,WEIGHTED_SQUARE,0.5,2.4,ok,4,2.84538881423021,0.03342572463768115,CASE_0,5.0900001951958984e-05
0.0,0.06776068700192041,0.4517379133461361,lshape_or_compressed_astar,0.0105,3,normal,2,0.5,0.06999999999999999,0.18024330000116606,3,3.5995786388201543,0.008320852055250457,0.0,45,0.9995786388201544,6,0.2,0.1797426999983145,0.010499999999999995,1.0,0.0933,0.0045000000000000005,3,0.25377276790648107,0.29186082370837974,WEIGHTED_SQUARE,0.5,2.6,ok,5,3.7798219388213203,0.0932606870019204,CASE_0,4.86999997519888e-05
0.0,0.07154431463570464,0.4769620975713643,lshape_or_compressed_astar,0.010500000000000006,3,normal,1,0.5,0.06999999999999999,0.1845973999988928,3,3.6401319896645727,0.02672340425531915,0.008320852055250457,45,1.0401319896645729,6,0.2,0.1838696999984677,0.010499999999999997,1.0,0.0933,0.004500000000000002,3,0.21837959579606528,0.25377276790648107,WEIGHTED_SQUARE,0.5,2.6,ok,6,3.8247293896634655,0.09704431463570465,CASE_0,8.270000034826808e-05
0.0,0.06776068700192026,0.451737913346135,lshape_or_compressed_astar,0.0105,3,normal,2,0.5,0.06999999999999999,0.1809849999990547,3,3.5995786388201525,0.09289220141792401,0.02672340425531915,45,0.9995786388201526,6,0.2,0.18039910000152304,0.010499999999999995,1.0,0.0933,0.004499999999999996,3,0.18022578938941655,0.21837959579606528,WEIGHTED_SQUARE,0.5,2.6,ok,7,3.780563638819207,0.09326068700192024,CASE_0,6.959999882383272e-05
0.0,0.07154431463570486,0.47696209757136576,lshape_or_compressed_astar,0.010499999999999997,3,normal,1,0.5,0.06999999999999999,0.188407499997993,3,3.6401319896645754,0.1692129181976407,0.09289220141792401,45,1.040131989664575,6,0.2,0.18784950000190292,0.010499999999999997,1.0,0.0933,0.0044999999999999945,3,0.146229361768154,0.18022578938941655,WEIGHTED_SQUARE,0.5,2.6,ok,8,3.8285394896625684,0.09704431463570484,CASE_0,4.9799997213995084e-05
0.0,0.06776068700192052,0.4517379133461368,lshape_or_compressed_astar,0.010499999999999995,3,normal,2,0.5,0.06999999999999999,0.18347630000062054,3,3.5995786388201556,0.2864150138622307,0.1692129181976407,45,0.9995786388201555,6,0.2,0.18289930000173626,0.010499999999999995,1.0,0.0933,0.004499999999999996,3,0.10821912974658268,0.146229361768154,WEIGHTED_SQUARE,0.5,2.6,ok,9,3.783054938820776,0.0932606870019205,CASE_0,6.769999890821055e-05
0.0,0.07923856610528265,0.528257107368551,lshape_or_compressed_astar,0.010499999999999995,3,normal,1,0.3,0.06999999999999999,0.19686059999730787,3,3.722599851074841,0.497640923764589,0.2864150138622307,45,1.122599851074841,6,0.2,0.19625530000121216,0.010499999999999995,1.0,0.0933,0.004500000000000004,3,0.06959847900580449,0.10821912974658268,WEIGHTED_SQUARE,0.5,2.6,ok,10,3.919460451072149,0.10473856610528265,CASE_0,6.550000034621917e-05
0.0,0.06515012311104112,0.4343341540736075,lshape_or_compressed_astar,0.0105,3,normal,2,0.5,0.06999999999999999,0.17355090000273776,3,3.5715983184463145,0.8237072875718173,0.497640923764589,45,0.9715983184463143,6,0.2,0.17279920000146376,0.0105,1.0,0.0933,0.004500000000000003,3,0.016904522469217823,0.06959847900580449,WEIGHTED_SQUARE,0.5,2.6,ok,11,3.7451492184490522,0.09065012311104112,CASE_0,6.349999966914766e-05
0.0,0.007925724637681153,0.05283816425120769,direct_like,0.010499999999999997,2,normal,2,0.5,0.020000000000000004,0.05636489999960759,3,2.677874862140205,0.9562114823224133,0.8237072875718173,45,0.27787486214020524,5,0.2,0.05589300000065123,0.0029999999999999975,1.0,0.0933,0.0045000000000000005,3,0.003001612942207558,0.016904522469217823,WEIGHTED_SQUARE,0.5,2.4,ok,12,2.7342397621398127,0.025925724637681145,CASE_0,5.0999999075429514e-05
0.0,0.022820857625088183,0.15213905083392124,direct_like,0.0105,2,normal,1,0.5,0.09000000000000001,0.08831840000129887,4,2.950062782691192,0.0,0.0,45,0.5500627826911917,5,0.2,0.08777760000157286,0.013500000000000002,1.0,0.0933,0.0045,4,0.40041778134905315,0.4533999424159517,WEIGHTED_SQUARE,0.5,2.4,ok,0,3.0383811826924907,0.05132085762508818,CASE_0,5.7600002037361264e-05
0.0,0.01019021739130434,0.0679347826086956,direct_like,0.010499999999999995,2,normal,1,0.5,0.06999999999999999,0.06884899999931804,4,2.782531804837131,0.0,0.0,45,0.38253180483713106,5,0.2,0.06824269999924581,0.010499999999999995,1.0,0.0933,0.004499999999999997,4,0.3626919423339979,0.40041778134905315,WEIGHTED_SQUARE,0.5,2.4,ok,1,2.851380804836449,0.035690217391304326,CASE_0,0.00011730000187526457
