idx,x,y,z,u,v,ok,confidence,std_u,std_v,timestamp,n_valid,image_path,overlay_path,mask_path
0,0.03,0.0,0.0,595.7144152311877,22.73430391264786,1,0.0,0.02124755588020358,0.055273697629207176,1776270906.221144,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0000.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0000_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0000_mask.png
1,0.06,0.0,0.0,595.5412926391382,35.45381165919282,1,0.0,0.033141045822836265,0.03272775387732777,1776270919.0971622,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0001.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0001_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0001_mask.png
2,0.09,0.0,0.0,595.7110507246376,48.429475587703436,1,0.0,0.04533364907527342,0.08028518705179341,1776270931.1630077,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0002.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0002_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0002_mask.png
3,0.12,0.0,0.0,595.8023679417122,62.735694822888284,1,0.0,0.2620490058458736,0.045752944515829494,1776270941.0708728,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0003.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0003_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0003_mask.png
4,0.15,0.0,0.0,596.3240418118467,75.86355785837651,1,0.0,0.06299494066136051,0.02274322593216442,1776270953.92008,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0004.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0004_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0004_mask.png
5,0.18,0.0,0.0,596.4001736111111,89.06499133448874,1,0.0,0.21744012345476607,0.07928522236080285,1776270963.769896,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0005.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0005_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0005_mask.png
6,0.21,0.0,0.0,596.4075704225352,103.06972639011474,1,0.0,0.08442620849375805,0.03817210170181443,1776270974.2315958,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0006.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0006_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0006_mask.png
7,0.24,0.0,0.0,596.0251346499102,116.08468468468469,1,0.0,0.024432047728414168,0.038256201912534496,1776270985.0768967,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0007.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0007_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0007_mask.png
8,0.27,0.0,0.0,596.405636208369,130.4227353463588,1,0.0,0.0519428458503678,0.39516042370034543,1776270995.3777485,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0008.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0008_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0008_mask.png
9,0.30000000000000004,0.0,0.0,596.04869251578,143.41388638412985,1,0.0,0.25559601289070527,0.05186015415927907,1776271005.2106783,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0009.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0009_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0009_mask.png
10,0.32999999999999996,0.0,0.0,596.7174657534247,156.74058219178082,1,0.0,0.03132449037914554,0.019083134506151987,1776271015.2669442,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0010.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0010_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0010_mask.png
11,0.36,0.0,0.0,596.7145299145299,170.86433447098977,1,0.0,0.03884393350112528,0.024430845016936723,1776271025.536599,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0011.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0011_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0011_mask.png
12,0.39,0.0,0.0,596.9177101967799,183.50617283950618,1,0.0,0.06018733318171147,0.04767714494282697,1776271035.754891,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0012.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0012_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0012_mask.png
13,0.42000000000000004,0.0,0.0,597.0214408233276,197.07179487179488,1,0.0,0.053235827056768464,0.0807202654224063,1776271048.5791812,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0013.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0013_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0013_mask.png
14,0.44999999999999996,0.0,0.0,597.079754601227,211.1315789473684,1,0.0,0.03589654453598784,0.06132290481369795,1776271059.0991342,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0014.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0014_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0014_mask.png
15,0.48,0.0,0.0,596.832895888014,223.77914110429447,1,0.0,0.05426273276158614,0.06345128756065402,1776271069.0404308,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0015.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0015_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0015_mask.png
16,0.51,0.0,0.0,595.9530558015944,237.17391304347825,1,0.0,0.028473021124769342,0.08710537892997243,1776271082.1992686,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0016.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0016_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0016_mask.png
17,0.54,0.0,0.0,595.8792792792793,251.25313059033988,1,0.0,0.16052818616711015,0.29960375043291404,1776271093.6965053,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0017.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0017_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0017_mask.png
18,0.5700000000000001,0.0,0.0,596.873593073593,264.64588744588747,1,0.0,0.03776704954258399,0.057018653346935955,1776271103.9464474,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0018.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0018_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0018_mask.png
19,0.6,0.0,0.0,597.0839350180505,278.7701252236136,1,0.0,0.059123951561615026,0.059785835859451554,1776271113.8830423,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0019.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0019_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0019_mask.png
20,0.63,0.0,0.0,597.2044247787611,291.71264367816093,1,0.0,0.023694696273656193,0.0331626915711602,1776271123.79755,5,/Users/kimsumin/projects/RGMC/data/map/robot22/images/0020.png,/Users/kimsumin/projects/RGMC/data/map/robot22/overlays/0020_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot22/masks/0020_mask.png
