idx,x,y,z,u,v,ok,confidence,std_u,std_v,timestamp,n_valid,image_path,overlay_path,mask_path
0,0.0,0.0,,578.8798999165972,47.195686900958464,1,0.0,0.3714275370435756,0.09483724505158582,1777476154.2845657,5,/Users/kimsumin/projects/RGMC/data/map/robot1/images/0000.png,/Users/kimsumin/projects/RGMC/data/map/robot1/overlays/0000_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot1/masks/0000_mask.png
1,0.02875,0.0,,578.2871369294605,60.70747740345111,1,0.0,0.37575957984274166,0.07741263968362104,1777476164.836544,5,/Users/kimsumin/projects/RGMC/data/map/robot1/images/0001.png,/Users/kimsumin/projects/RGMC/data/map/robot1/overlays/0001_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot1/masks/0001_mask.png
2,0.0575,0.0,,577.8764607679466,73.37934027777777,1,0.0,0.4551928784575699,0.09724998660187235,1777476174.337148,5,/Users/kimsumin/projects/RGMC/data/map/robot1/images/0002.png,/Users/kimsumin/projects/RGMC/data/map/robot1/overlays/0002_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot1/masks/0002_mask.png
3,0.08625000000000001,0.0,,578.1524042379788,85.86563517915309,1,0.0,0.022021842347028354,0.03463750870151137,1777476184.0753634,5,/Users/kimsumin/projects/RGMC/data/map/robot1/images/0003.png,/Users/kimsumin/projects/RGMC/data/map/robot1/overlays/0003_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot1/masks/0003_mask.png
4,0.115,0.0,,577.8741319444445,99.32149046793761,1,0.0,0.06425985071809272,0.017824441657826103,1777476193.5922174,5,/Users/kimsumin/projects/RGMC/data/map/robot1/images/0004.png,/Users/kimsumin/projects/RGMC/data/map/robot1/overlays/0004_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot1/masks/0004_mask.png
5,0.14375000000000002,0.0,,577.1763683753258,112.29192006950478,1,0.0,0.35986467613312817,0.052785557351845015,1777476203.209817,5,/Users/kimsumin/projects/RGMC/data/map/robot1/images/0005.png,/Users/kimsumin/projects/RGMC/data/map/robot1/overlays/0005_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot1/masks/0005_mask.png
6,0.17250000000000001,0.0,,577.8567860116569,124.97277227722772,1,0.0,0.035387193948592174,0.04398965322111286,1777476212.8094227,5,/Users/kimsumin/projects/RGMC/data/map/robot1/images/0006.png,/Users/kimsumin/projects/RGMC/data/map/robot1/overlays/0006_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot1/masks/0006_mask.png
7,0.20125,0.0,,577.4758735440931,137.6644351464435,1,0.0,0.3031806094387799,0.03780496121163703,1777476223.4889917,5,/Users/kimsumin/projects/RGMC/data/map/robot1/images/0007.png,/Users/kimsumin/projects/RGMC/data/map/robot1/overlays/0007_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot1/masks/0007_mask.png
8,0.23,0.0,,577.4731993299832,150.2378516624041,1,0.0,0.793804788684248,0.07556499759020024,1777476233.1135108,5,/Users/kimsumin/projects/RGMC/data/map/robot1/images/0008.png,/Users/kimsumin/projects/RGMC/data/map/robot1/overlays/0008_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot1/masks/0008_mask.png
9,0.25875000000000004,0.0,,577.4763113367175,163.57167090754876,1,0.0,0.02739422948714261,0.07559348354967284,1777476242.7035162,5,/Users/kimsumin/projects/RGMC/data/map/robot1/images/0009.png,/Users/kimsumin/projects/RGMC/data/map/robot1/overlays/0009_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot1/masks/0009_mask.png
