idx,x,y,z,u,v,ok,confidence,std_u,std_v,timestamp,n_valid,image_path,overlay_path,mask_path
0,0.0,0.0,,543.826164874552,46.7168458781362,1,0.0,0.06360405124048847,0.0635357169852425,1776270540.543049,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0000.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0000_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0000_mask.png
1,0.0296875,0.0,,544.1600753295669,59.34274952919021,1,0.0,0.059417804080403314,0.06115455040305006,1776270550.9896758,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0001.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0001_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0001_mask.png
2,0.059375,0.0,,544.6292548298068,72.04536679536679,1,0.0,0.4222788123139031,0.11034794290921385,1776270561.4337378,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0002.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0002_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0002_mask.png
3,0.08906249999999999,0.0,,545.5546950629235,84.09680542110358,1,0.0,0.27788009894512156,0.10957888789364598,1776270572.0828063,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0003.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0003_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0003_mask.png
4,0.11875,0.0,,546.5201096892139,97.13488372093023,1,0.0,0.0650602154457249,0.0634974329877039,1776270582.7332134,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0004.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0004_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0004_mask.png
5,0.1484375,0.0,,546.9419764279238,109.5403445149592,1,0.0,0.04861414840589901,0.027229444343440663,1776270594.0923293,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0005.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0005_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0005_mask.png
6,0.17812499999999998,0.0,,547.0347903657449,122.14986619090098,1,0.0,0.06802767393552092,0.054897928497593076,1776270605.159623,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0006.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0006_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0006_mask.png
7,0.20781249999999998,0.0,,547.4339788732394,134.616,1,0.0,0.071771305927368,0.03212837436073401,1776270616.4243965,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0007.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0007_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0007_mask.png
8,0.2375,0.0,,547.586876155268,147.67274384685507,1,0.0,0.04366073600252655,0.07700684563329337,1776270627.6865585,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0008.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0008_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0008_mask.png
9,0.26718749999999997,0.0,,547.9047619047619,160.16849816849816,1,0.0,0.056489124143734054,0.014182435872567086,1776270638.542535,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0009.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0009_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0009_mask.png
10,0.296875,0.0,,548.1919282511211,173.05385996409336,1,0.0,0.014264476554836713,0.009709972272231878,1776270649.233499,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0010.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0010_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0010_mask.png
11,0.3265625,0.0,,549.2523364485982,185.64601769911505,1,0.0,0.4284309637423307,0.10181463383874793,1776270659.626798,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0011.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0011_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0011_mask.png
12,0.35624999999999996,0.0,,549.5183823529412,198.15533088235293,1,0.0,0.3635214886874729,0.06155218688922478,1776270670.3901722,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0012.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0012_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0012_mask.png
13,0.3859375,0.0,,550.4190301921318,211.74152153987168,1,0.0,0.044518418421595964,0.016224873654027184,1776270681.1557958,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0013.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0013_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0013_mask.png
14,0.41562499999999997,0.0,,550.68,224.73185840707964,1,0.0,0.06399518381758947,0.06715560840883589,1776270692.414423,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0014.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0014_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0014_mask.png
15,0.4453125,0.0,,550.7973214285714,237.41785714285714,1,0.0,0.06567731264579424,0.07998732063034532,1776270703.4819636,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0015.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0015_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0015_mask.png
16,0.475,0.0,,551.1294526498697,250.17289313640313,1,0.0,0.05210411676781455,0.04651887053883009,1776270714.4297245,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0016.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0016_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0016_mask.png
17,0.5046875,0.0,,551.3838903170523,262.80617495711834,1,0.0,0.05735212160364481,0.06349212090671685,1776270725.483456,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0017.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0017_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0017_mask.png
18,0.5343749999999999,0.0,,551.6865800865801,276.4678260869565,1,0.0,0.033312494168373445,0.05371637768060376,1776270736.5481875,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0018.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0018_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0018_mask.png
19,0.5640625,0.0,,551.9423076923077,289.0174978127734,1,0.0,0.05128518178239221,0.05394568592103936,1776270747.599993,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0019.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0019_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0019_mask.png
20,0.59375,0.0,,551.9227392449517,302.00967458223397,1,0.0,0.0696665861055874,0.07175009252822173,1776270758.679326,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0020.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0020_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0020_mask.png
21,0.6234375,0.0,,552.343059239611,314.7109929078014,1,0.0,0.039224398205839534,0.046664564289720385,1776270769.5127637,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0021.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0021_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0021_mask.png
22,0.653125,0.0,,552.3111495246327,328.6991379310345,1,0.0,0.013686701626133871,0.03443430236640046,1776270780.3886375,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0022.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0022_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0022_mask.png
23,0.6828124999999999,0.0,,553.352644836272,341.5193929173693,1,0.0,0.27297401136625976,0.07817171976038502,1776270791.7299016,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0023.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0023_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0023_mask.png
24,0.7124999999999999,0.0,,553.773569023569,354.63074352548034,1,0.0,0.08066968824991237,0.04975456151446095,1776270802.6906607,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0024.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0024_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0024_mask.png
25,0.7421875,0.0,,554.3197463768116,368.46167718665464,1,0.0,0.3532842976669188,0.05057390085069256,1776270813.1990278,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0025.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0025_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0025_mask.png
26,0.771875,0.0,,555.0008787346221,381.53169014084506,1,0.0,0.06455653960796483,0.017245139043846523,1776270825.3169286,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0026.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0026_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0026_mask.png
27,0.8015625,0.0,,554.9911660777385,394.33009708737865,1,0.0,0.025424355499815237,0.045808488003156185,1776270836.4106493,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0027.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0027_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0027_mask.png
28,0.8312499999999999,0.0,,555.3351498637602,408.27974568574024,1,0.0,0.03607106027490059,0.015472919286997353,1776270847.2394893,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0028.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0028_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0028_mask.png
29,0.8609374999999999,0.0,,556.0521201413428,421.44542253521126,1,0.0,0.022272378951380168,0.04097172984299267,1776270858.024595,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0029.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0029_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0029_mask.png
30,0.890625,0.0,,556.0052219321149,434.42993907745864,1,0.0,0.021109297355427794,0.014990290158842639,1776270870.2954035,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0030.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0030_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0030_mask.png
31,0.9203125,0.0,,556.2230151650313,448.4770477047705,1,0.0,0.04625106189455394,0.01469525584380046,1776270881.331739,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0031.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0031_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0031_mask.png
32,0.95,0.0,,556.3915441176471,460.91051660516604,1,0.0,0.05936152978632283,0.0719589485456632,1776270892.2917922,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0032.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0032_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0032_mask.png
33,0.95,0.03125,,543.3933823529412,460.91320406278857,1,0.0,0.07194038695918803,0.07370524893364534,1776270902.836073,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0033.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0033_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0033_mask.png
34,0.9203125,0.03125,,542.8834951456311,449.0379523389232,1,0.0,0.06037281017885248,0.05083818372107811,1776270914.2360005,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0034.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0034_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0034_mask.png
35,0.890625,0.03125,,542.9162875341219,436.0110192837466,1,0.0,0.03400718742682294,0.11591833612251927,1776270925.1636264,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0035.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0035_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0035_mask.png
36,0.8609374999999999,0.03125,,542.6034327009937,421.70053956834533,1,0.0,0.04410278036514401,0.04094618829178318,1776270936.2647874,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0036.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0036_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0036_mask.png
37,0.8312499999999999,0.03125,,541.6462962962963,408.78055555555557,1,0.0,0.0511769123345329,0.04510686075970043,1776270946.8135707,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0037.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0037_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0037_mask.png
38,0.8015625,0.03125,,540.0582793709528,394.9157155399473,1,0.0,0.3332833167753134,0.4469853535882669,1776270957.1605992,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0038.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0038_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0038_mask.png
39,0.771875,0.03125,,540.068361086766,381.84306887532694,1,0.0,0.07719248211923684,0.05361821500656723,1776270967.1126564,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0039.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0039_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0039_mask.png
40,0.7421875,0.03125,,540.0359649122807,368.8690265486726,1,0.0,0.05909715476221862,0.057889520071113955,1776270977.7994642,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0040.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0040_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0040_mask.png
41,0.7124999999999999,0.03125,,539.6338514680483,355.7214285714286,1,0.0,0.0720795270744548,0.4052302328747594,1776270988.8625445,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0041.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0041_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0041_mask.png
42,0.6828124999999999,0.03125,,539.6413612565445,342.0243902439024,1,0.0,0.036062384052737116,0.01912679843340764,1776270999.3232877,5,/Users/kimsumin/projects/RGMC/data/map/robot32/images/0042.png,/Users/kimsumin/projects/RGMC/data/map/robot32/overlays/0042_overlay.png,/Users/kimsumin/projects/RGMC/data/map/robot32/masks/0042_mask.png
