idx,x,y,z,ok,reason,timestamp
907,0.545,0.84375,,0,valid_frames=2<3,1775669492.1888256
975,0.48812500000000003,0.90625,,0,valid_frames=0<3,1775670186.094012
1004,0.48812500000000003,0.9375,,0,valid_frames=0<3,1775670481.7531686
1041,0.48812500000000003,0.96875,,0,valid_frames=0<3,1775670859.0011585
